"slide_number_in_experiment","label","Answer.time_in_minutes","trial_type","rt","workerid","response","object","speaker_cond"
72,"button_big_green",21.4244,"overinformativeness",4703,2,"
Button","button","first_post"
73,"man_young_bearded",21.4244,"adjective_ordering",6336,2,"
Beard man","man","first_post"
74,"car_big_blue",21.4244,"overinformativeness",10279,2,"toy","car","first_post"
75,"pencil_short_blue",21.4244,"adjective_ordering",4216,2,"
Pencil","pencil","first_post"
76,"dress_big_green",21.4244,"overinformativeness",5295,2,"
Dress","dress","first_post"
77,"skirt_big_blue",21.4244,"overinformativeness",19519,2,"
Scirt","skirt","first_post"
78,"flower_big_pink",21.4244,"overinformativeness",6926,2,"
flower","flower","first_post"
79,"pepper_big_red",21.4244,"overinformativeness",21446,2,"
Red chillie","pepper","first_post"
80,"box_closed_cardboard",21.4244,"adjective_ordering",16531,2,"
Cotton box","box","first_post"
81,"earring_small_round",21.4244,"adjective_ordering",6336,2,"
Earring","earring","first_post"
82,"skirt_big_green",21.4244,"overinformativeness",13815,2,"
scirt","skirt","first_post"
83,"mirror_big_black",21.4244,"overinformativeness",36803,2,"
magnifier","mirror","first_post"
84,"clock_big_yellow",21.4244,"overinformativeness",4663,2,"
clock","clock","first_post"
85,"shoe_big_yellow",21.4244,"overinformativeness",3376,2,"
shoe","shoe","first_post"
86,"bottle_plastic_small",21.4244,"adjective_ordering",5753,2,"
water bottle","bottle","first_post"
87,"lighter_big_white",21.4244,"overinformativeness",6573,2,"
lighter","lighter","first_post"
88,"key_big_gold",21.4244,"overinformativeness",3447,2,"
key","key","first_post"
89,"binoculars_big_red",21.4244,"overinformativeness",9551,2,"
telescope","binoculars","first_post"
90,"umbrella_big_blue",21.4244,"overinformativeness",6155,2,"
umbrella","umbrella","first_post"
91,"pepper_big_green",21.4244,"overinformativeness",36288,2,"
capcicum","pepper","first_post"
92,"brush_big_blue",21.4244,"overinformativeness",7679,2,"
paint brush","brush","first_post"
93,"woman_old_happy",21.4244,"adjective_ordering",11302,2,"
Happy man","woman","first_post"
94,"tshirt_big_yellow",21.4244,"overinformativeness",5672,2,"
T shirt","tshirt","first_post"
95,"tie_big_red",21.4244,"overinformativeness",4583,2,"
Tie","tie","first_post"
96,"mirror_big_white",21.4244,"overinformativeness",7489,2,"
magnifier","mirror","first_post"
97,"clock_big_purple",21.4244,"overinformativeness",4687,2,"
clock","clock","first_post"
98,"hat_big_orange",21.4244,"overinformativeness",4984,2,"
cap","hat","first_post"
99,"hat_big_pink",21.4244,"overinformativeness",4474,2,"
cap","hat","first_post"
100,"pants_big_pink",21.4244,"overinformativeness",4856,2,"
pant","pants","first_post"
101,"picture_bw_rectangular",21.4244,"adjective_ordering",6759,2,"
photo frame","picture","first_post"
102,"pot_big_green",21.4244,"overinformativeness",5088,2,"
cooker","pot","first_post"
103,"hair_curly_blonde",21.4244,"adjective_ordering",6831,2,"
hair","hair","first_post"
104,"box_open_cardboard",21.4244,"adjective_ordering",5258,2,"
cotton box","box","first_post"
105,"bottle_plastic_big",21.4244,"adjective_ordering",5452,2,"
water bottle","bottle","first_post"
106,"socks_big_green",21.4244,"overinformativeness",6818,2,"
socks","socks","first_post"
107,"balloon_big_pink",21.4244,"overinformativeness",7813,2,"
balloon","balloon","first_post"
108,"apple_big_red",21.4244,"overinformativeness",3616,2,"
apple","apple","first_post"
109,"binoculars_big_blue",21.4244,"overinformativeness",7047,2,"
telescope","binoculars","first_post"
110,"picture_colored_rectangular",21.4244,"adjective_ordering",6523,2,"
photo frame","picture","first_post"
111,"lighter_big_black",21.4244,"overinformativeness",5168,2,"
lighter","lighter","first_post"
112,"hair_straight_brown",21.4244,"adjective_ordering",3488,2,"
hair","hair","first_post"
113,"apple_big_green",21.4244,"overinformativeness",3064,2,"
apple","apple","first_post"
114,"cup_empty_metal",21.4244,"adjective_ordering",4007,2,"
cup","cup","first_post"
115,"hair_straight_blond",21.4244,"adjective_ordering",3575,2,"
hair","hair","first_post"
116,"glove_big_green",21.4244,"overinformativeness",5992,2,"
hand glove","glove","first_post"
117,"spoon_metal_clean",21.4244,"adjective_ordering",3527,2,"
spoon","spoon","first_post"
118,"hair_curly_brown",21.4244,"adjective_ordering",3471,2,"
hair","hair","first_post"
119,"spoon_wooden_clean",21.4244,"adjective_ordering",3272,2,"
spoon","spoon","first_post"
120,"cat_big_black",21.4244,"overinformativeness",2613,2,"
cat","cat","first_post"
121,"bag_big_red",21.4244,"overinformativeness",10648,2,"
backpack","bag","first_post"
122,"bag_big_blue",21.4244,"overinformativeness",5477,2,"
backpack","bag","first_post"
1,"",29.5519833333333,"bot_check",0,3,"Ceren'e","Ceren","first_post"
1,"",29.5519833333333,"bot_check",0,3,"Ceren'e","Ceren","first_post"
1,"",29.5519833333333,"bot_check",0,3,"Ceren","Ceren","first_post"
3,"table_metal_low",29.5519833333333,"adjective_ordering",37900,3,"tablo","table","first_post"
4,"cup_empty_metal",29.5519833333333,"adjective_ordering",20199,3,"Fincan","cup","first_post"
5,"pepper_big_red",29.5519833333333,"overinformativeness",13669,3,"kabak","pepper","first_post"
6,"glove_big_green",29.5519833333333,"overinformativeness",14070,3,"eldiven","glove","first_post"
7,"button_big_blue",29.5519833333333,"overinformativeness",13190,3,"buton","button","first_post"
8,"flower_big_yellow",29.5519833333333,"overinformativeness",125418,3,"
çiçek","flower","first_post"
9,"apple_big_green",29.5519833333333,"overinformativeness",11992,3,"elma","apple","first_post"
10,"cup_empty_glass",29.5519833333333,"adjective_ordering",16372,3,"cam bardak","cup","first_post"
11,"scissors_big_green",29.5519833333333,"overinformativeness",75862,3,"makasla kesmek","scissors","first_post"
12,"toothbrush_big_green",29.5519833333333,"overinformativeness",10685,3,"fırça","toothbrush","first_post"
13,"box_open_wood",29.5519833333333,"adjective_ordering",12921,3,"
Kutu","box","first_post"
14,"bottle_glass_small",29.5519833333333,"adjective_ordering",34604,3,"cam şişe
","bottle","first_post"
15,"dress_big_blue",29.5519833333333,"overinformativeness",17315,3,"elbise","dress","first_post"
16,"picture_bw_square",29.5519833333333,"adjective_ordering",10720,3,"çerçeve","picture","first_post"
17,"cup_full_glass",29.5519833333333,"adjective_ordering",31720,3,"fincandaki meyve suyu
","cup","first_post"
18,"man_young_bearded",29.5519833333333,"adjective_ordering",16680,3,"
adam","man","first_post"
19,"brush_big_red",29.5519833333333,"overinformativeness",20362,3,"boya fırçası","brush","first_post"
20,"clock_big_yellow",29.5519833333333,"overinformativeness",9048,3,"saat","clock","first_post"
21,"earring_big_triangular",29.5519833333333,"adjective_ordering",10024,3,"yer","earring","first_post"
22,"spoon_wooden_clean",29.5519833333333,"adjective_ordering",11248,3,"kaşık","spoon","first_post"
23,"hair_straight_brown",29.5519833333333,"adjective_ordering",9278,3,"saç","hair","first_post"
24,"shorts_wet_green",29.5519833333333,"adjective_ordering",60401,3,"
pantolon","shorts","first_post"
25,"knife_big_red",29.5519833333333,"overinformativeness",33697,3,"bıçak","knife","first_post"
26,"lock_big_silver",29.5519833333333,"overinformativeness",9663,3,"kilit","lock","first_post"
27,"pencil_short_blue",29.5519833333333,"adjective_ordering",12610,3,"Renkli kalem","pencil","first_post"
28,"glasses_big_blue",29.5519833333333,"overinformativeness",9989,3,"bardak","glasses","first_post"
29,"car_big_blue",29.5519833333333,"overinformativeness",12514,3,"oyuncak araba","car","first_post"
30,"key_big_gold",29.5519833333333,"overinformativeness",8201,3,"anahtar","key","first_post"
31,"woman_old_sad",29.5519833333333,"adjective_ordering",13809,3,"yaşlı kadın","woman","first_post"
32,"picture_colored_rectangular",29.5519833333333,"adjective_ordering",16676,3,"çerçeve","picture","first_post"
33,"chair_big_blue",29.5519833333333,"overinformativeness",8923,3,"sandalye","chair","first_post"
34,"lighter_big_black",29.5519833333333,"overinformativeness",10048,3,"çakmak","lighter","first_post"
35,"bag_big_blue",29.5519833333333,"overinformativeness",8942,3,"sırt çantası","bag","first_post"
36,"clock_big_purple",29.5519833333333,"overinformativeness",11176,3,"saat","clock","first_post"
37,"pencil_long_black",29.5519833333333,"adjective_ordering",10230,3,"
kalem","pencil","first_post"
38,"table_wood_low",29.5519833333333,"adjective_ordering",7394,3,"tablo","table","first_post"
39,"lipstick_big_red",29.5519833333333,"overinformativeness",10682,3,"ruj","lipstick","first_post"
40,"box_closed_wood",29.5519833333333,"adjective_ordering",10255,3,"Kutu","box","first_post"
41,"earring_big_round",29.5519833333333,"adjective_ordering",10280,3,"yer","earring","first_post"
42,"tshirt_big_orange",29.5519833333333,"overinformativeness",10280,3,"gömlek","tshirt","first_post"
43,"cup_full_metal",29.5519833333333,"adjective_ordering",38313,3,"Fincan","cup","first_post"
44,"table_wood_high",29.5519833333333,"adjective_ordering",8197,3,"tablo","table","first_post"
45,"pencil_long_blue",29.5519833333333,"adjective_ordering",9200,3,"kalem","pencil","first_post"
46,"woman_old_happy",29.5519833333333,"adjective_ordering",11890,3,"yaşlı kadın","woman","first_post"
47,"pepper_big_green",29.5519833333333,"overinformativeness",12465,3,"kabak","pepper","first_post"
48,"ball_big_yellow",29.5519833333333,"overinformativeness",8599,3,"top","ball","first_post"
49,"skirt_big_blue",29.5519833333333,"overinformativeness",9216,3,"etek","skirt","first_post"
50,"shoe_big_pink",29.5519833333333,"overinformativeness",6310,3,"ayakkabı","shoe","first_post"
51,"man_old_bearded",29.5519833333333,"adjective_ordering",10234,3,"yaşlı adam","man","first_post"
52,"shorts_wet_red",29.5519833333333,"adjective_ordering",34206,3,"pantolon","shorts","first_post"
53,"button_big_green",29.5519833333333,"overinformativeness",8411,3,"buton","button","first_post"
54,"mirror_big_white",29.5519833333333,"overinformativeness",12959,3,"el aynası","mirror","first_post"
55,"pants_big_green",29.5519833333333,"overinformativeness",6990,3,"solumak","pants","first_post"
56,"scissors_big_blue",29.5519833333333,"overinformativeness",7994,3,"makasla kesmek","scissors","first_post"
57,"dress_big_green",29.5519833333333,"overinformativeness",9256,3,"elbise","dress","first_post"
58,"bottle_plastic_small",29.5519833333333,"adjective_ordering",12390,3,"su şişesi
","bottle","first_post"
59,"glasses_big_red",29.5519833333333,"overinformativeness",10034,3,"gözlük","glasses","first_post"
60,"glove_big_orange",29.5519833333333,"overinformativeness",9686,3,"eldiven","glove","first_post"
61,"rosary_big_blue",29.5519833333333,"overinformativeness",12770,3,"Braclet","rosary","first_post"
62,"balloon_big_yellow",29.5519833333333,"overinformativeness",8081,3,"balon","balloon","first_post"
63,"shorts_dry_red",29.5519833333333,"adjective_ordering",7278,3,"platoon","shorts","first_post"
64,"mirror_big_black",29.5519833333333,"overinformativeness",12841,3,"
el aynası
","mirror","first_post"
65,"balloon_big_pink",29.5519833333333,"overinformativeness",6950,3,"balon","balloon","first_post"
66,"binoculars_big_red",29.5519833333333,"overinformativeness",11010,3,"dürbün","binoculars","first_post"
67,"rosary_big_yellow",29.5519833333333,"overinformativeness",10430,3,"bilezik","rosary","first_post"
68,"flower_big_pink",29.5519833333333,"overinformativeness",8000,3,"çiçek","flower","first_post"
69,"hair_curly_brown",29.5519833333333,"adjective_ordering",11639,3,"Kıvırcık saç
","hair","first_post"
70,"car_big_green",29.5519833333333,"overinformativeness",15081,3,"oyuncak araba","car","first_post"
71,"spoon_wooden_dirty",29.5519833333333,"adjective_ordering",19200,3,"kaşık","spoon","first_post"
72,"socks_big_blue",29.5519833333333,"overinformativeness",7652,3,"çorap","socks","first_post"
73,"pot_big_green",29.5519833333333,"overinformativeness",12982,3,"kap","pot","first_post"
74,"shoe_big_yellow",29.5519833333333,"overinformativeness",6696,3,"ayakkabı","shoe","first_post"
75,"hat_big_pink",29.5519833333333,"overinformativeness",18704,3,"şapka","hat","first_post"
76,"book_big_red",29.5519833333333,"overinformativeness",8528,3,"kitap","book","first_post"
77,"umbrella_big_blue",29.5519833333333,"overinformativeness",20041,3,"şemsiye","umbrella","first_post"
78,"bottle_glass_big",29.5519833333333,"adjective_ordering",11078,3,"cam şişe
","bottle","first_post"
79,"shorts_dry_green",29.5519833333333,"adjective_ordering",6477,3,"platoon","shorts","first_post"
80,"tie_big_red",29.5519833333333,"overinformativeness",8440,3,"
kravat","tie","first_post"
81,"table_metal_high",29.5519833333333,"adjective_ordering",5999,3,"tablo","table","first_post"
82,"hat_big_orange",29.5519833333333,"overinformativeness",4035,3,"
kap","hat","first_post"
83,"key_big_silver",29.5519833333333,"overinformativeness",9441,3,"
anahtar","key","first_post"
84,"woman_young_happy",29.5519833333333,"adjective_ordering",7679,3,"Kadın","woman","first_post"
85,"box_closed_cardboard",29.5519833333333,"adjective_ordering",7766,3,"Kutu","box","first_post"
86,"umbrella_big_green",29.5519833333333,"overinformativeness",12130,3,"şemsiye","umbrella","first_post"
87,"toothbrush_big_purple",29.5519833333333,"overinformativeness",10104,3,"diş fırçası","toothbrush","first_post"
88,"earring_small_triangular",29.5519833333333,"adjective_ordering",6735,3,"yer","earring","first_post"
89,"chair_big_yellow",29.5519833333333,"overinformativeness",6110,3,"sandalye","chair","first_post"
90,"hair_straight_blond",29.5519833333333,"adjective_ordering",11634,3,"saç","hair","first_post"
91,"knife_big_blue",29.5519833333333,"overinformativeness",7445,3,"bıçak","knife","first_post"
92,"pot_big_blue",29.5519833333333,"overinformativeness",10480,3,"kap","pot","first_post"
93,"woman_young_sad",29.5519833333333,"adjective_ordering",17577,3,"üzgün kadın
","woman","first_post"
94,"skirt_big_green",29.5519833333333,"overinformativeness",16423,3,"etek","skirt","first_post"
95,"tshirt_big_yellow",29.5519833333333,"overinformativeness",7640,3,"gömlek","tshirt","first_post"
96,"shorts_wrinkled_green",29.5519833333333,"adjective_ordering",9119,3,"platoon","shorts","first_post"
97,"lighter_big_white",29.5519833333333,"overinformativeness",8354,3,"
çakmak","lighter","first_post"
98,"lipstick_big_pink",29.5519833333333,"overinformativeness",8726,3,"ruj","lipstick","first_post"
99,"box_open_cardboard",29.5519833333333,"adjective_ordering",5633,3,"Kutu","box","first_post"
100,"spoon_metal_clean",29.5519833333333,"adjective_ordering",6686,3,"kaşık","spoon","first_post"
101,"ball_big_purple",29.5519833333333,"overinformativeness",8960,3,"top","ball","first_post"
102,"brush_big_blue",29.5519833333333,"overinformativeness",9440,3,"
boya fırçası","brush","first_post"
103,"binoculars_big_blue",29.5519833333333,"overinformativeness",10275,3,"dürbün","binoculars","first_post"
104,"hair_curly_blonde",29.5519833333333,"adjective_ordering",7207,3,"
saç","hair","first_post"
105,"earring_small_round",29.5519833333333,"adjective_ordering",7648,3,"yer","earring","first_post"
106,"book_big_blue",29.5519833333333,"overinformativeness",5960,3,"kitap","book","first_post"
107,"man_young_bald",29.5519833333333,"adjective_ordering",12672,3,"yakında bir
","man","first_post"
108,"pants_big_pink",29.5519833333333,"overinformativeness",6714,3,"solumak","pants","first_post"
109,"bag_big_red",29.5519833333333,"overinformativeness",6958,3,"sırt çantası","bag","first_post"
110,"picture_colored_square",29.5519833333333,"adjective_ordering",6646,3,"çerçeve","picture","first_post"
111,"apple_big_red",29.5519833333333,"overinformativeness",5613,3,"elma","apple","first_post"
112,"pencil_short_black",29.5519833333333,"adjective_ordering",7421,3,"kalem","pencil","first_post"
113,"socks_big_green",29.5519833333333,"overinformativeness",10479,3,"çorap","socks","first_post"
114,"cat_big_black",29.5519833333333,"overinformativeness",6376,3,"kedi","cat","first_post"
